Order ID,Order Date,Ship Date,Customer Name,Segment,Region,State,City,Category,Sub-Category,Product,Quantity,Discount,Sales,Profit
ORD-00372,2023-10-03,2023-10-05,Customer 216,Consumer,Central,Michigan,Detroit,Furniture,Furnishings,Bookshelf,6,0.0,2409.89,305.19
ORD-00373,2024-09-10,2024-09-15,Customer 159,Consumer,East,New Jersey,Newark,Furniture,Furnishings,Conference Table,2,0.2,973.03,-81.45
ORD-00374,2024-04-23,2024-04-24,Customer 144,Corporate,East,Massachusetts,Boston,Technology,Accessories,Monitor,10,0.15,5167.21,-17.23
ORD-00375,2023-05-20,2023-05-25,Customer 134,Home Office,West,Arizona,Phoenix,Technology,Phones,Smartphone,10,0.05,9040.31,1113.32
ORD-00376,2024-09-23,2024-09-25,Customer 210,Consumer,East,New Jersey,Newark,Technology,Accessories,Laptop,7,0.0,2000.76,349.9
ORD-00377,2025-08-11,2025-08-15,Customer 204,Consumer,South,Florida,Miami,Office Supplies,Labels,Storage Box,1,0.0,108.44,16.82
ORD-00378,2025-11-18,2025-11-21,Customer 041,Home Office,East,New Jersey,Newark,Technology,Accessories,Smartphone,4,0.05,1955.32,303.21
ORD-00379,2023-06-21,2023-06-25,Customer 026,Consumer,Central,Illinois,Chicago,Technology,Phones,Smartphone,10,0.0,7268.28,1479.61
ORD-00380,2023-11-09,2023-11-14,Customer 181,Consumer,West,Arizona,Phoenix,Furniture,Tables,Conference Table,2,0.0,1269.74,152.69
ORD-00381,2024-05-05,2024-05-10,Customer 178,Home Office,West,Washington,Seattle,Technology,Phones,Monitor,9,0.2,6156.41,-18.73
ORD-00382,2024-11-12,2024-11-17,Customer 133,Consumer,West,California,Los Angeles,Technology,Phones,Monitor,7,0.0,2675.38,359.89
ORD-00383,2024-06-17,2024-06-22,Customer 216,Consumer,East,Ohio,Columbus,Furniture,Bookcases,Desk,10,0.1,6428.62,-127.38
ORD-00384,2024-10-19,2024-10-22,Customer 176,Consumer,Central,Michigan,Detroit,Technology,Machines,Mouse,6,0.1,5566.27,566.75
ORD-00385,2024-03-30,2024-04-01,Customer 067,Consumer,South,Tennessee,Nashville,Furniture,Chairs,Bookshelf,4,0.1,2328.37,140.66
ORD-00386,2024-09-06,2024-09-07,Customer 176,Consumer,East,New Jersey,Newark,Office Supplies,Binders,Envelope Pack,1,0.05,127.48,10.9
ORD-00387,2025-11-13,2025-11-16,Customer 066,Consumer,West,Oregon,Portland,Office Supplies,Envelopes,Pen Set,6,0.0,935.54,134.28
ORD-00388,2023-06-15,2023-06-18,Customer 106,Consumer,West,Colorado,Denver,Technology,Accessories,Laptop,5,0.15,3350.63,100.53
ORD-00389,2024-01-14,2024-01-18,Customer 094,Home Office,West,Colorado,Denver,Office Supplies,Storage,Binder,7,0.0,1204.87,276.77
ORD-00390,2023-04-25,2023-04-29,Customer 038,Consumer,West,Oregon,Portland,Technology,Accessories,Laptop,2,0.05,1278.46,226.47
ORD-00391,2024-10-21,2024-10-23,Customer 103,Consumer,East,New York,New York,Office Supplies,Envelopes,Notebook,1,0.0,47.05,8.56
ORD-00392,2024-11-27,2024-11-30,Customer 224,Consumer,Central,Michigan,Detroit,Furniture,Furnishings,Office Chair,2,0.0,971.87,152.27
ORD-00393,2024-12-28,2025-01-01,Customer 197,Home Office,East,Pennsylvania,Philadelphia,Technology,Accessories,Keyboard,2,0.15,1185.47,-25.99
ORD-00394,2023-03-01,2023-03-04,Customer 103,Consumer,East,Pennsylvania,Philadelphia,Furniture,Chairs,Office Chair,5,0.1,1847.26,-101.81
ORD-00395,2024-08-11,2024-08-13,Customer 222,Consumer,West,California,Los Angeles,Office Supplies,Paper,Notebook,6,0.05,861.5,94.03
ORD-00396,2024-08-14,2024-08-17,Customer 166,Consumer,West,Arizona,Phoenix,Technology,Phones,Smartphone,1,0.0,257.95,48.23
ORD-00397,2023-09-16,2023-09-20,Customer 142,Home Office,Central,Texas,Houston,Office Supplies,Labels,Envelope Pack,10,0.05,459.23,47.73
ORD-00398,2023-08-20,2023-08-24,Customer 106,Consumer,East,New Jersey,Newark,Furniture,Bookcases,Office Chair,4,0.3,946.24,-159.55
ORD-00399,2023-03-27,2023-03-30,Customer 130,Home Office,East,Massachusetts,Boston,Technology,Machines,Monitor,7,0.05,3110.53,368.19
ORD-00400,2023-03-25,2023-03-29,Customer 202,Corporate,West,Washington,Seattle,Technology,Machines,Smartphone,8,0.0,7983.64,1611.84
ORD-00401,2025-06-23,2025-06-26,Customer 004,Corporate,East,Massachusetts,Boston,Furniture,Chairs,Conference Table,9,0.05,5117.05,293.12
ORD-00402,2025-04-25,2025-04-26,Customer 012,Consumer,East,Ohio,Columbus,Technology,Accessories,Smartphone,3,0.0,1105.92,183.84
ORD-00403,2025-02-08,2025-02-13,Customer 246,Consumer,East,Massachusetts,Boston,Furniture,Tables,Office Chair,6,0.2,923.05,-115.66
ORD-00404,2025-11-13,2025-11-14,Customer 210,Consumer,South,Virginia,Richmond,Technology,Copiers,Printer,5,0.05,5106.43,832.2
ORD-00405,2023-10-07,2023-10-09,Customer 103,Corporate,South,Tennessee,Nashville,Furniture,Bookcases,Conference Table,1,0.2,277.99,-10.85
ORD-00406,2024-04-20,2024-04-25,Customer 067,Corporate,East,Massachusetts,Boston,Technology,Copiers,Laptop,5,0.1,3130.22,234.41
ORD-00407,2025-02-13,2025-02-18,Customer 074,Corporate,East,Pennsylvania,Philadelphia,Furniture,Tables,Office Chair,2,0.1,271.56,-10.0
ORD-00408,2023-11-20,2023-11-23,Customer 107,Home Office,East,Massachusetts,Boston,Office Supplies,Envelopes,Notebook,3,0.05,617.23,43.51
ORD-00409,2025-02-01,2025-02-05,Customer 001,Corporate,Central,Illinois,Chicago,Office Supplies,Paper,Pen Set,2,0.15,242.22,2.23
ORD-00410,2023-08-23,2023-08-27,Customer 190,Consumer,East,New Jersey,Newark,Technology,Copiers,Laptop,9,0.15,1613.87,60.88
ORD-00411,2025-07-30,2025-08-01,Customer 118,Corporate,West,Oregon,Portland,Office Supplies,Storage,Printer Paper,6,0.1,57.7,2.28
ORD-00412,2025-09-02,2025-09-07,Customer 010,Consumer,East,Massachusetts,Boston,Technology,Phones,Keyboard,5,0.05,532.03,99.59
ORD-00413,2025-08-26,2025-08-27,Customer 035,Consumer,West,Oregon,Portland,Furniture,Chairs,Office Chair,6,0.1,1505.53,5.8
ORD-00414,2025-04-24,2025-04-28,Customer 106,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Art,Envelope Pack,8,0.0,74.8,14.03
ORD-00415,2024-07-27,2024-07-29,Customer 224,Home Office,West,California,Los Angeles,Office Supplies,Labels,Storage Box,1,0.1,60.04,2.06
ORD-00416,2025-05-08,2025-05-09,Customer 062,Home Office,East,New Jersey,Newark,Furniture,Chairs,Desk,5,0.2,2793.93,-222.85
ORD-00417,2025-10-06,2025-10-07,Customer 181,Consumer,Central,Texas,Houston,Office Supplies,Paper,Storage Box,8,0.0,1197.74,167.19
ORD-00418,2025-05-10,2025-05-11,Customer 171,Consumer,Central,Michigan,Detroit,Technology,Machines,Laptop,7,0.1,3391.0,111.14
ORD-00419,2023-04-26,2023-04-29,Customer 058,Consumer,West,California,Los Angeles,Technology,Accessories,Laptop,10,0.0,2272.68,391.27
ORD-00420,2023-08-09,2023-08-12,Customer 118,Consumer,Central,Missouri,St. Louis,Furniture,Bookcases,Office Chair,6,0.1,410.47,18.89
ORD-00421,2024-12-01,2024-12-04,Customer 011,Home Office,East,Massachusetts,Boston,Furniture,Furnishings,Conference Table,10,0.05,4403.61,130.33
ORD-00422,2025-05-19,2025-05-22,Customer 146,Corporate,West,Washington,Seattle,Office Supplies,Binders,Envelope Pack,8,0.0,695.12,130.67
ORD-00423,2024-11-22,2024-11-25,Customer 225,Corporate,West,California,Los Angeles,Technology,Phones,Smartphone,7,0.0,1693.63,311.19
ORD-00424,2025-08-24,2025-08-26,Customer 075,Corporate,South,Florida,Miami,Technology,Machines,Printer,9,0.15,2373.57,254.12
ORD-00425,2025-09-15,2025-09-20,Customer 041,Consumer,Central,Texas,Houston,Technology,Machines,Printer,2,0.1,1933.26,286.52
ORD-00426,2024-12-15,2024-12-20,Customer 201,Home Office,East,New York,New York,Technology,Accessories,Monitor,7,0.05,4799.0,659.86
ORD-00427,2023-07-12,2023-07-15,Customer 145,Corporate,East,Pennsylvania,Philadelphia,Furniture,Chairs,Office Chair,4,0.1,759.2,49.81
ORD-00428,2024-08-20,2024-08-25,Customer 149,Consumer,East,New Jersey,Newark,Technology,Accessories,Printer,6,0.0,1793.03,342.59
ORD-00429,2025-12-05,2025-12-09,Customer 239,Corporate,West,Oregon,Portland,Office Supplies,Binders,Binder,10,0.0,689.07,85.33
ORD-00430,2024-09-18,2024-09-19,Customer 124,Corporate,Central,Michigan,Detroit,Technology,Phones,Monitor,1,0.05,536.92,77.98
ORD-00431,2024-03-29,2024-04-02,Customer 198,Corporate,South,North Carolina,Charlotte,Technology,Machines,Smartphone,5,0.05,466.56,62.09
ORD-00432,2025-01-08,2025-01-10,Customer 152,Consumer,Central,Michigan,Detroit,Technology,Accessories,Monitor,2,0.1,1415.57,132.52
ORD-00433,2024-12-13,2024-12-18,Customer 082,Consumer,East,Massachusetts,Boston,Office Supplies,Storage,Printer Paper,3,0.0,177.67,24.21
ORD-00434,2024-08-22,2024-08-24,Customer 127,Corporate,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Desk,1,0.3,360.21,-92.44
ORD-00435,2024-01-31,2024-02-04,Customer 043,Consumer,East,New York,New York,Office Supplies,Art,Pen Set,7,0.05,370.83,46.33
ORD-00436,2025-04-28,2025-04-30,Customer 056,Consumer,West,Washington,Seattle,Furniture,Bookcases,Bookshelf,10,0.2,4736.67,-578.26
ORD-00437,2024-09-25,2024-09-27,Customer 043,Home Office,West,Arizona,Phoenix,Technology,Accessories,Smartphone,1,0.0,1012.42,224.2
ORD-00438,2024-10-07,2024-10-10,Customer 030,Home Office,Central,Missouri,St. Louis,Furniture,Bookcases,Cabinet,6,0.0,2269.2,303.71
ORD-00439,2023-08-27,2023-08-31,Customer 138,Corporate,East,Ohio,Columbus,Office Supplies,Art,Pen Set,9,0.1,621.06,42.9
ORD-00440,2025-04-12,2025-04-14,Customer 119,Corporate,Central,Michigan,Detroit,Office Supplies,Storage,Notebook,10,0.05,171.69,19.8
ORD-00441,2025-10-29,2025-11-02,Customer 208,Consumer,East,New York,New York,Technology,Accessories,Keyboard,9,0.05,4997.1,948.72
ORD-00442,2024-12-16,2024-12-19,Customer 105,Corporate,West,Washington,Seattle,Technology,Machines,Smartphone,7,0.1,2358.71,165.25
ORD-00443,2024-06-29,2024-07-03,Customer 224,Consumer,South,Florida,Miami,Furniture,Chairs,Desk,1,0.3,408.95,-33.95
ORD-00444,2023-04-09,2023-04-14,Customer 132,Corporate,West,California,Los Angeles,Office Supplies,Paper,Pen Set,2,0.05,23.43,3.73
ORD-00445,2023-12-22,2023-12-24,Customer 141,Home Office,South,Florida,Miami,Office Supplies,Art,Binder,10,0.0,1251.8,234.29
ORD-00446,2023-02-22,2023-02-26,Customer 110,Corporate,South,Tennessee,Nashville,Technology,Machines,Mouse,5,0.1,1757.87,158.58
ORD-00447,2025-01-28,2025-02-01,Customer 013,Corporate,West,Arizona,Phoenix,Technology,Copiers,Laptop,3,0.2,255.39,-19.43
ORD-00448,2024-12-29,2024-12-31,Customer 122,Consumer,West,California,Los Angeles,Office Supplies,Storage,Notebook,5,0.0,281.93,50.12
ORD-00449,2024-02-25,2024-02-26,Customer 177,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Desk,6,0.1,3606.8,105.16
ORD-00450,2025-11-20,2025-11-22,Customer 142,Consumer,East,Pennsylvania,Philadelphia,Furniture,Tables,Office Chair,3,0.1,1464.62,69.18
ORD-00451,2024-05-13,2024-05-14,Customer 068,Home Office,West,Colorado,Denver,Technology,Copiers,Monitor,5,0.1,1924.64,210.1
ORD-00452,2024-10-12,2024-10-17,Customer 010,Consumer,Central,Michigan,Detroit,Office Supplies,Labels,Binder,7,0.05,1182.08,86.3
ORD-00453,2025-09-08,2025-09-13,Customer 003,Consumer,South,Florida,Miami,Furniture,Furnishings,Conference Table,1,0.0,167.41,9.13
ORD-00454,2024-08-18,2024-08-21,Customer 244,Home Office,Central,Minnesota,Minneapolis,Furniture,Tables,Office Chair,2,0.2,250.68,-29.62
ORD-00455,2025-01-15,2025-01-16,Customer 089,Consumer,West,Oregon,Portland,Technology,Accessories,Laptop,8,0.15,1089.11,-10.05
ORD-00456,2023-09-29,2023-10-04,Customer 203,Home Office,South,Florida,Miami,Technology,Accessories,Mouse,2,0.0,955.45,149.1
ORD-00457,2023-05-13,2023-05-16,Customer 146,Consumer,West,Colorado,Denver,Furniture,Bookcases,Cabinet,4,0.2,291.33,-1.22
ORD-00458,2025-12-10,2025-12-11,Customer 140,Corporate,Central,Missouri,St. Louis,Technology,Copiers,Mouse,8,0.1,1708.9,132.54
ORD-00459,2024-02-06,2024-02-10,Customer 133,Corporate,East,Massachusetts,Boston,Technology,Phones,Laptop,9,0.0,2041.69,462.18
ORD-00460,2024-09-08,2024-09-11,Customer 111,Consumer,West,California,Los Angeles,Furniture,Tables,Office Chair,1,0.1,295.63,1.4
ORD-00461,2023-03-13,2023-03-15,Customer 207,Consumer,East,Pennsylvania,Philadelphia,Technology,Phones,Printer,5,0.1,2634.5,283.23
ORD-00462,2025-02-19,2025-02-23,Customer 063,Corporate,West,Oregon,Portland,Technology,Copiers,Monitor,10,0.0,1645.81,299.37
ORD-00463,2025-09-15,2025-09-17,Customer 119,Home Office,Central,Texas,Houston,Office Supplies,Art,Pen Set,7,0.0,104.42,21.98
ORD-00464,2025-12-26,2025-12-28,Customer 179,Home Office,Central,Missouri,St. Louis,Furniture,Furnishings,Conference Table,9,0.1,4843.93,-98.59
ORD-00465,2024-03-17,2024-03-19,Customer 013,Corporate,West,California,Los Angeles,Furniture,Tables,Bookshelf,2,0.2,905.96,-94.36
ORD-00466,2024-11-28,2024-12-01,Customer 156,Home Office,Central,Missouri,St. Louis,Office Supplies,Art,Binder,3,0.05,224.68,31.42
ORD-00467,2025-01-04,2025-01-09,Customer 092,Consumer,South,North Carolina,Charlotte,Furniture,Bookcases,Conference Table,4,0.2,1330.37,-40.64
ORD-00468,2023-01-13,2023-01-16,Customer 196,Consumer,South,North Carolina,Charlotte,Office Supplies,Paper,Printer Paper,8,0.0,633.75,125.61
ORD-00469,2023-11-26,2023-11-27,Customer 083,Home Office,South,Georgia,Atlanta,Furniture,Chairs,Desk,9,0.05,5444.56,187.56
ORD-00470,2024-07-21,2024-07-23,Customer 006,Consumer,South,Florida,Miami,Office Supplies,Envelopes,Pen Set,7,0.15,1431.96,73.39
ORD-00471,2024-07-03,2024-07-04,Customer 248,Consumer,Central,Minnesota,Minneapolis,Technology,Phones,Printer,9,0.05,9752.98,1858.68
ORD-00472,2023-10-01,2023-10-04,Customer 199,Home Office,East,New Jersey,Newark,Office Supplies,Paper,Notebook,9,0.15,1060.46,7.48
ORD-00473,2024-09-17,2024-09-20,Customer 139,Consumer,South,North Carolina,Charlotte,Furniture,Bookcases,Desk,4,0.05,2882.15,158.0
ORD-00474,2024-04-03,2024-04-04,Customer 170,Consumer,Central,Missouri,St. Louis,Furniture,Bookcases,Cabinet,2,0.0,525.13,85.62
ORD-00475,2024-07-13,2024-07-15,Customer 216,Corporate,South,Tennessee,Nashville,Technology,Phones,Laptop,6,0.15,738.25,-32.69
ORD-00476,2025-06-20,2025-06-21,Customer 148,Consumer,East,New York,New York,Technology,Accessories,Monitor,2,0.15,1072.45,115.56
ORD-00477,2024-03-09,2024-03-12,Customer 214,Home Office,Central,Illinois,Chicago,Office Supplies,Paper,Pen Set,1,0.0,24.17,4.49
ORD-00478,2024-08-23,2024-08-27,Customer 052,Corporate,Central,Minnesota,Minneapolis,Technology,Accessories,Keyboard,9,0.15,2630.22,-10.01
ORD-00479,2024-04-17,2024-04-20,Customer 154,Consumer,South,Virginia,Richmond,Office Supplies,Binders,Pen Set,3,0.05,474.25,100.06
ORD-00480,2023-05-27,2023-05-29,Customer 208,Consumer,East,Pennsylvania,Philadelphia,Technology,Accessories,Printer,4,0.15,1322.89,45.65
ORD-00481,2025-06-30,2025-07-03,Customer 203,Consumer,Central,Michigan,Detroit,Technology,Accessories,Smartphone,1,0.0,150.95,37.11
ORD-00482,2025-02-04,2025-02-09,Customer 235,Home Office,East,Massachusetts,Boston,Office Supplies,Storage,Notebook,6,0.05,572.75,75.78
ORD-00483,2025-09-22,2025-09-25,Customer 069,Consumer,Central,Illinois,Chicago,Furniture,Chairs,Office Chair,4,0.1,833.6,5.34
ORD-00484,2025-12-27,2025-12-29,Customer 236,Corporate,Central,Michigan,Detroit,Furniture,Furnishings,Office Chair,10,0.05,4437.8,414.17
ORD-00485,2024-05-27,2024-05-30,Customer 229,Consumer,West,Oregon,Portland,Technology,Phones,Printer,10,0.15,8788.39,-84.84
ORD-00486,2023-08-01,2023-08-03,Customer 185,Consumer,West,Oregon,Portland,Office Supplies,Storage,Notebook,7,0.05,287.42,38.77
ORD-00487,2025-06-09,2025-06-13,Customer 187,Corporate,West,Colorado,Denver,Office Supplies,Art,Printer Paper,1,0.1,46.4,2.12
ORD-00488,2024-07-17,2024-07-19,Customer 151,Corporate,Central,Minnesota,Minneapolis,Furniture,Furnishings,Cabinet,1,0.3,760.56,-178.82
ORD-00489,2023-10-13,2023-10-17,Customer 218,Consumer,South,Tennessee,Nashville,Technology,Phones,Laptop,8,0.15,2927.14,126.27
ORD-00490,2023-10-16,2023-10-20,Customer 016,Corporate,East,New Jersey,Newark,Technology,Machines,Smartphone,4,0.1,1935.55,202.71
ORD-00491,2025-04-25,2025-04-30,Customer 009,Consumer,Central,Texas,Houston,Technology,Phones,Keyboard,5,0.1,1040.34,49.21
ORD-00492,2024-04-17,2024-04-18,Customer 008,Consumer,East,Massachusetts,Boston,Office Supplies,Paper,Pen Set,9,0.05,1420.56,97.88
ORD-00493,2025-09-03,2025-09-08,Customer 226,Home Office,West,California,Los Angeles,Furniture,Furnishings,Desk,3,0.05,755.87,60.13
ORD-00494,2025-11-08,2025-11-12,Customer 045,Corporate,West,California,Los Angeles,Office Supplies,Envelopes,Storage Box,4,0.1,573.84,24.61
ORD-00495,2025-10-28,2025-10-30,Customer 178,Home Office,South,Florida,Miami,Technology,Accessories,Laptop,2,0.0,1683.16,298.58
ORD-00496,2025-06-03,2025-06-04,Customer 145,Consumer,South,Tennessee,Nashville,Office Supplies,Envelopes,Notebook,5,0.05,332.98,36.68
ORD-00497,2023-12-11,2023-12-16,Customer 067,Consumer,South,Tennessee,Nashville,Technology,Machines,Monitor,6,0.15,4419.35,12.41
ORD-00498,2025-04-14,2025-04-16,Customer 180,Consumer,Central,Minnesota,Minneapolis,Technology,Phones,Keyboard,2,0.0,795.58,178.37
ORD-00499,2023-09-15,2023-09-17,Customer 006,Corporate,East,Ohio,Columbus,Office Supplies,Storage,Notebook,4,0.1,164.05,2.43
ORD-00500,2023-03-30,2023-04-02,Customer 215,Corporate,Central,Illinois,Chicago,Office Supplies,Labels,Pen Set,8,0.2,966.26,-8.8
ORD-00501,2024-08-01,2024-08-05,Customer 235,Corporate,Central,Minnesota,Minneapolis,Technology,Machines,Smartphone,1,0.0,659.27,115.17
ORD-00502,2024-09-18,2024-09-23,Customer 223,Consumer,Central,Michigan,Detroit,Technology,Phones,Laptop,7,0.15,2669.78,117.91
ORD-00503,2025-10-29,2025-11-03,Customer 040,Consumer,West,Arizona,Phoenix,Technology,Accessories,Keyboard,6,0.2,5153.38,356.68
ORD-00504,2025-12-07,2025-12-10,Customer 014,Home Office,Central,Minnesota,Minneapolis,Furniture,Furnishings,Conference Table,9,0.05,1213.37,82.33
ORD-00505,2023-01-24,2023-01-28,Customer 170,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Binder,9,0.05,1220.13,131.41
ORD-00506,2023-06-23,2023-06-24,Customer 182,Consumer,South,Georgia,Atlanta,Technology,Machines,Keyboard,9,0.1,9328.17,1223.9
ORD-00507,2024-06-24,2024-06-25,Customer 151,Consumer,West,Colorado,Denver,Furniture,Bookcases,Desk,7,0.05,2373.7,89.09
ORD-00508,2023-10-29,2023-11-03,Customer 225,Home Office,East,New York,New York,Furniture,Chairs,Conference Table,10,0.05,5958.2,303.11
ORD-00509,2023-01-24,2023-01-29,Customer 124,Home Office,South,Tennessee,Nashville,Technology,Phones,Keyboard,2,0.0,452.48,91.54
ORD-00510,2025-06-16,2025-06-17,Customer 068,Consumer,Central,Minnesota,Minneapolis,Furniture,Furnishings,Desk,7,0.05,3303.39,101.07
ORD-00511,2023-01-25,2023-01-29,Customer 128,Consumer,West,Arizona,Phoenix,Technology,Phones,Laptop,6,0.05,4016.65,785.41
ORD-00512,2023-11-03,2023-11-05,Customer 247,Consumer,East,Massachusetts,Boston,Technology,Accessories,Laptop,8,0.1,3816.42,246.72
ORD-00513,2025-06-08,2025-06-10,Customer 221,Consumer,East,Massachusetts,Boston,Furniture,Furnishings,Conference Table,2,0.2,536.51,-22.45
ORD-00514,2024-01-03,2024-01-07,Customer 101,Consumer,East,New York,New York,Technology,Accessories,Smartphone,1,0.05,558.32,77.69
ORD-00515,2025-05-29,2025-05-30,Customer 047,Home Office,West,Oregon,Portland,Furniture,Tables,Bookshelf,6,0.05,1321.24,84.78
ORD-00516,2023-08-23,2023-08-26,Customer 119,Corporate,West,California,Los Angeles,Office Supplies,Binders,Notebook,7,0.2,180.19,10.24
ORD-00517,2025-12-10,2025-12-11,Customer 208,Consumer,East,New York,New York,Technology,Phones,Laptop,4,0.0,2505.53,388.14
ORD-00518,2023-05-31,2023-06-02,Customer 131,Home Office,Central,Texas,Houston,Technology,Phones,Printer,10,0.1,6598.29,1011.71
ORD-00519,2023-09-12,2023-09-14,Customer 003,Consumer,South,North Carolina,Charlotte,Technology,Machines,Printer,4,0.1,2701.8,223.41
ORD-00520,2023-10-26,2023-10-31,Customer 163,Corporate,West,California,Los Angeles,Office Supplies,Paper,Pen Set,5,0.1,221.94,8.09
ORD-00521,2023-03-02,2023-03-07,Customer 180,Consumer,East,New Jersey,Newark,Technology,Accessories,Smartphone,2,0.1,1310.98,135.74
ORD-00522,2025-03-26,2025-03-30,Customer 021,Home Office,East,Ohio,Columbus,Technology,Accessories,Printer,4,0.1,1031.66,78.72
ORD-00523,2024-12-14,2024-12-17,Customer 021,Consumer,West,Washington,Seattle,Furniture,Furnishings,Bookshelf,5,0.2,2020.19,-129.74
ORD-00524,2024-05-08,2024-05-11,Customer 200,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Office Chair,10,0.2,3809.69,-66.73
ORD-00525,2025-06-09,2025-06-10,Customer 145,Corporate,East,New York,New York,Office Supplies,Art,Pen Set,3,0.1,279.06,8.39
ORD-00526,2025-01-31,2025-02-02,Customer 114,Consumer,East,New York,New York,Office Supplies,Labels,Notebook,2,0.05,412.18,42.0
ORD-00527,2023-10-19,2023-10-20,Customer 235,Consumer,Central,Minnesota,Minneapolis,Office Supplies,Envelopes,Binder,6,0.05,807.96,125.04
ORD-00528,2025-09-12,2025-09-14,Customer 042,Corporate,Central,Texas,Houston,Technology,Copiers,Printer,3,0.0,1412.1,231.64
ORD-00529,2024-04-09,2024-04-13,Customer 100,Corporate,West,California,Los Angeles,Technology,Copiers,Mouse,2,0.05,1362.59,243.93
ORD-00530,2024-01-28,2024-02-01,Customer 062,Consumer,Central,Missouri,St. Louis,Furniture,Furnishings,Cabinet,9,0.1,2572.53,90.0
ORD-00531,2025-06-19,2025-06-21,Customer 181,Corporate,East,Ohio,Columbus,Office Supplies,Binders,Printer Paper,4,0.1,486.73,52.02
ORD-00532,2023-01-19,2023-01-21,Customer 008,Consumer,West,California,Los Angeles,Furniture,Bookcases,Bookshelf,1,0.2,479.75,-34.54
ORD-00533,2024-07-16,2024-07-19,Customer 218,Consumer,East,New York,New York,Office Supplies,Binders,Printer Paper,5,0.05,417.86,44.2
ORD-00534,2025-01-22,2025-01-27,Customer 010,Home Office,West,Oregon,Portland,Office Supplies,Storage,Printer Paper,5,0.0,211.01,37.79
ORD-00535,2024-12-24,2024-12-29,Customer 025,Corporate,South,Virginia,Richmond,Furniture,Furnishings,Desk,10,0.05,5630.53,288.48
ORD-00536,2023-02-28,2023-03-03,Customer 024,Corporate,Central,Minnesota,Minneapolis,Furniture,Bookcases,Cabinet,5,0.2,2180.25,-276.38
ORD-00537,2025-06-27,2025-07-02,Customer 126,Corporate,West,Colorado,Denver,Furniture,Bookcases,Bookshelf,2,0.05,330.06,17.65
ORD-00538,2023-06-08,2023-06-11,Customer 176,Consumer,Central,Michigan,Detroit,Technology,Accessories,Printer,9,0.1,4596.48,356.29
ORD-00539,2023-11-26,2023-11-29,Customer 085,Consumer,East,New York,New York,Furniture,Chairs,Desk,9,0.0,5028.68,690.77
ORD-00540,2024-11-06,2024-11-10,Customer 005,Corporate,East,New Jersey,Newark,Office Supplies,Art,Binder,8,0.05,90.96,12.2
ORD-00541,2025-08-29,2025-08-30,Customer 009,Corporate,East,Ohio,Columbus,Furniture,Bookcases,Bookshelf,10,0.3,5351.06,-981.2
ORD-00542,2025-07-21,2025-07-26,Customer 107,Home Office,South,Virginia,Richmond,Furniture,Furnishings,Cabinet,10,0.1,3305.82,-103.43
ORD-00543,2025-03-26,2025-03-30,Customer 181,Home Office,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,Storage Box,2,0.05,38.76,3.85
ORD-00544,2023-06-06,2023-06-09,Customer 223,Corporate,East,New York,New York,Furniture,Furnishings,Cabinet,2,0.0,1229.79,117.92
ORD-00545,2025-03-08,2025-03-09,Customer 172,Consumer,Central,Minnesota,Minneapolis,Furniture,Tables,Desk,8,0.2,2070.5,-291.62
ORD-00546,2023-06-28,2023-07-03,Customer 045,Consumer,East,Ohio,Columbus,Office Supplies,Storage,Notebook,4,0.05,764.76,45.77
ORD-00547,2024-01-16,2024-01-18,Customer 169,Consumer,West,Colorado,Denver,Technology,Machines,Keyboard,7,0.15,710.55,-5.62
ORD-00548,2023-05-11,2023-05-16,Customer 181,Consumer,West,Arizona,Phoenix,Technology,Machines,Mouse,4,0.0,1423.09,266.82
ORD-00549,2023-01-08,2023-01-09,Customer 136,Consumer,South,Virginia,Richmond,Technology,Machines,Printer,4,0.05,1806.88,314.91
ORD-00550,2023-06-25,2023-06-26,Customer 182,Home Office,Central,Texas,Houston,Office Supplies,Labels,Notebook,9,0.1,434.5,40.03
ORD-00551,2024-05-17,2024-05-20,Customer 231,Consumer,South,Tennessee,Nashville,Furniture,Bookcases,Bookshelf,1,0.2,111.83,-8.63
ORD-00552,2023-10-30,2023-11-04,Customer 168,Corporate,East,New Jersey,Newark,Technology,Copiers,Printer,5,0.15,651.54,54.62
ORD-00553,2025-01-26,2025-01-31,Customer 125,Consumer,South,Florida,Miami,Office Supplies,Art,Pen Set,1,0.2,54.49,1.52
ORD-00554,2023-12-07,2023-12-10,Customer 199,Home Office,Central,Illinois,Chicago,Technology,Copiers,Keyboard,2,0.15,588.93,17.69
ORD-00555,2023-01-26,2023-01-28,Customer 148,Corporate,East,New York,New York,Furniture,Chairs,Cabinet,7,0.05,2108.92,211.22
ORD-00556,2024-12-09,2024-12-12,Customer 093,Consumer,Central,Michigan,Detroit,Furniture,Furnishings,Conference Table,1,0.1,234.53,6.3
ORD-00557,2024-09-08,2024-09-13,Customer 195,Consumer,West,California,Los Angeles,Office Supplies,Art,Printer Paper,5,0.05,377.43,36.38
ORD-00558,2023-08-30,2023-09-04,Customer 034,Consumer,East,New Jersey,Newark,Technology,Phones,Laptop,10,0.15,1595.21,91.67
