Order ID,Order Date,Ship Date,Category,Sub-Category,Product Name,Region,State,City,Quantity,Discount,Sales,Profit
ORD-0443,2025-11-12,2025-11-13,Furniture,Furnishings,Furnishings Product 7,Central,Michigan,Dallas,7,0.05,3192.16,183.14
ORD-0328,2025-11-12,2025-11-17,Technology,Laptops,Laptops Product 11,Central,Illinois,Houston,2,0.2,1606.66,249.96
ORD-0215,2025-11-12,2025-11-16,Technology,Accessories,Accessories Product 7,East,Pennsylvania,Seattle,3,0.05,3703.45,324.24
ORD-0030,2025-11-13,2025-11-17,Technology,Laptops,Laptops Product 12,West,Nevada,Atlanta,1,0.0,823.91,153.08
ORD-0287,2025-11-14,2025-11-19,Office Supplies,Paper,Paper Product 1,West,California,Dallas,1,0.0,125.07,10.78
ORD-0377,2025-11-14,2025-11-17,Technology,Laptops,Laptops Product 2,South,Virginia,Los Angeles,6,0.2,1263.8,126.4
ORD-0039,2025-11-15,2025-11-17,Furniture,Tables,Tables Product 5,Central,Texas,Dallas,2,0.2,696.78,69.18
ORD-0326,2025-11-16,2025-11-19,Technology,Laptops,Laptops Product 9,West,Nevada,Los Angeles,1,0.1,519.27,46.88
ORD-0350,2025-11-17,2025-11-22,Furniture,Furnishings,Furnishings Product 6,South,Virginia,Miami,4,0.05,1731.86,244.65
ORD-0090,2025-11-17,2025-11-20,Furniture,Chairs,Chairs Product 14,South,Georgia,Chicago,1,0.1,174.45,6.16
ORD-0343,2025-11-17,2025-11-18,Office Supplies,Storage,Storage Product 15,South,Virginia,New York,6,0.15,561.54,95.99
ORD-0361,2025-11-19,2025-11-24,Technology,Printers,Printers Product 5,South,Georgia,Chicago,5,0.15,3596.1,474.66
ORD-0383,2025-11-19,2025-11-20,Office Supplies,Binders,Binders Product 11,East,New York,Seattle,1,0.0,118.25,18.79
ORD-0486,2025-11-19,2025-11-20,Furniture,Furnishings,Furnishings Product 9,South,Virginia,Atlanta,4,0.15,2581.82,278.94
ORD-0281,2025-11-20,2025-11-24,Technology,Phones,Phones Product 6,West,California,Los Angeles,1,0.2,1058.04,63.17
ORD-0300,2025-11-21,2025-11-25,Office Supplies,Paper,Paper Product 1,West,Washington,Dallas,4,0.0,656.06,129.8
ORD-0421,2025-11-22,2025-11-23,Office Supplies,Labels,Labels Product 12,South,Virginia,Atlanta,4,0.15,809.69,122.11
ORD-0316,2025-11-23,2025-11-28,Furniture,Furnishings,Furnishings Product 1,East,New York,Dallas,4,0.0,327.6,21.39
ORD-0015,2025-11-23,2025-11-28,Office Supplies,Paper,Paper Product 14,South,Florida,Dallas,2,0.05,178.65,16.09
ORD-0139,2025-11-26,2025-11-28,Technology,Accessories,Accessories Product 3,East,New York,New York,1,0.0,213.38,33.63
ORD-0127,2025-11-26,2025-12-01,Office Supplies,Storage,Storage Product 1,West,California,Los Angeles,4,0.1,756.94,96.87
ORD-0293,2025-11-27,2025-11-28,Technology,Phones,Phones Product 7,East,New Jersey,New York,3,0.0,2874.7,504.0
ORD-0446,2025-11-28,2025-12-01,Furniture,Chairs,Chairs Product 2,South,Florida,Atlanta,7,0.0,3333.46,535.31
ORD-0177,2025-11-28,2025-12-02,Furniture,Furnishings,Furnishings Product 1,East,New York,Seattle,4,0.1,2734.86,237.13
ORD-0206,2025-11-29,2025-11-30,Furniture,Furnishings,Furnishings Product 7,East,Pennsylvania,Houston,7,0.05,3994.44,551.55
ORD-0275,2025-11-30,2025-12-01,Furniture,Bookcases,Bookcases Product 3,Central,Illinois,Atlanta,6,0.05,2695.17,133.84
ORD-0278,2025-11-30,2025-12-02,Technology,Laptops,Laptops Product 9,Central,Texas,New York,4,0.15,3921.26,273.4
ORD-0179,2025-11-30,2025-12-05,Office Supplies,Storage,Storage Product 1,East,Pennsylvania,New York,4,0.05,100.91,14.32
ORD-0475,2025-12-01,2025-12-02,Office Supplies,Binders,Binders Product 6,East,New Jersey,Houston,5,0.0,1240.01,182.07
ORD-0087,2025-12-01,2025-12-06,Furniture,Bookcases,Bookcases Product 6,East,New York,Seattle,5,0.15,2204.6,175.69
ORD-0172,2025-12-01,2025-12-04,Technology,Laptops,Laptops Product 10,South,Tennessee,Seattle,2,0.1,2458.71,339.94
ORD-0192,2025-12-02,2025-12-05,Office Supplies,Paper,Paper Product 3,West,Oregon,New York,1,0.15,168.1,28.28
ORD-0146,2025-12-02,2025-12-07,Technology,Phones,Phones Product 11,East,Pennsylvania,New York,3,0.0,3116.73,709.33
ORD-0107,2025-12-03,2025-12-08,Furniture,Furnishings,Furnishings Product 8,East,New York,Los Angeles,6,0.15,4427.2,178.59
ORD-0313,2025-12-03,2025-12-06,Office Supplies,Paper,Paper Product 5,South,Tennessee,Houston,3,0.1,528.28,51.13
ORD-0335,2025-12-03,2025-12-04,Technology,Phones,Phones Product 12,East,Pennsylvania,Seattle,1,0.1,286.11,39.21
ORD-0370,2025-12-03,2025-12-04,Furniture,Furnishings,Furnishings Product 1,South,Florida,New York,7,0.2,3667.77,356.68
ORD-0327,2025-12-04,2025-12-07,Office Supplies,Binders,Binders Product 5,South,Tennessee,Chicago,1,0.15,228.35,23.57
ORD-0409,2025-12-05,2025-12-08,Office Supplies,Binders,Binders Product 5,West,Oregon,Miami,7,0.1,1562.23,174.41
ORD-0056,2025-12-05,2025-12-06,Furniture,Chairs,Chairs Product 15,West,California,Miami,6,0.15,2839.02,357.93
ORD-0468,2025-12-06,2025-12-07,Furniture,Bookcases,Bookcases Product 4,East,New York,Los Angeles,6,0.2,3654.62,89.12
ORD-0071,2025-12-07,2025-12-09,Office Supplies,Storage,Storage Product 6,Central,Ohio,Houston,7,0.15,1162.72,180.46
ORD-0387,2025-12-07,2025-12-12,Office Supplies,Binders,Binders Product 11,East,Massachusetts,Chicago,7,0.15,1637.55,169.1
ORD-0251,2025-12-08,2025-12-10,Technology,Laptops,Laptops Product 9,South,Tennessee,Seattle,4,0.05,1912.55,238.2
ORD-0305,2025-12-09,2025-12-11,Technology,Laptops,Laptops Product 1,West,Washington,Houston,5,0.1,3350.68,403.25
ORD-0137,2025-12-10,2025-12-15,Furniture,Bookcases,Bookcases Product 11,West,Oregon,Los Angeles,5,0.2,728.16,90.85
ORD-0138,2025-12-10,2025-12-14,Furniture,Bookcases,Bookcases Product 11,South,Virginia,Miami,1,0.15,393.78,37.85
ORD-0160,2025-12-10,2025-12-12,Furniture,Tables,Tables Product 14,West,California,Seattle,1,0.2,348.21,44.61
ORD-0301,2025-12-10,2025-12-13,Technology,Laptops,Laptops Product 14,West,Washington,Dallas,4,0.05,3162.98,734.14
ORD-0431,2025-12-11,2025-12-15,Technology,Accessories,Accessories Product 1,West,Oregon,Atlanta,3,0.0,3076.99,434.76
ORD-0381,2025-12-11,2025-12-14,Office Supplies,Storage,Storage Product 7,Central,Illinois,Seattle,2,0.05,426.83,66.5
ORD-0474,2025-12-11,2025-12-12,Office Supplies,Binders,Binders Product 9,Central,Ohio,Chicago,5,0.0,1053.42,151.81
ORD-0103,2025-12-12,2025-12-15,Office Supplies,Storage,Storage Product 8,West,Washington,Houston,1,0.0,253.28,24.68
ORD-0072,2025-12-13,2025-12-17,Furniture,Tables,Tables Product 14,East,New Jersey,Atlanta,1,0.0,154.62,22.76
ORD-0413,2025-12-13,2025-12-17,Office Supplies,Binders,Binders Product 15,Central,Ohio,Dallas,1,0.0,119.98,23.56
ORD-0212,2025-12-13,2025-12-15,Technology,Accessories,Accessories Product 9,West,Oregon,Seattle,4,0.05,4135.1,576.49
ORD-0234,2025-12-14,2025-12-18,Furniture,Tables,Tables Product 11,Central,Texas,Miami,5,0.2,461.61,13.75
ORD-0059,2025-12-14,2025-12-15,Technology,Accessories,Accessories Product 6,West,Oregon,Houston,1,0.0,1448.93,226.37
ORD-0283,2025-12-14,2025-12-18,Technology,Accessories,Accessories Product 2,South,Virginia,Atlanta,5,0.1,1308.17,173.56
ORD-0388,2025-12-14,2025-12-18,Technology,Accessories,Accessories Product 13,East,Massachusetts,Dallas,2,0.05,1858.09,340.32
ORD-0352,2025-12-15,2025-12-16,Office Supplies,Binders,Binders Product 6,West,Oregon,Los Angeles,2,0.15,254.08,34.36
ORD-0325,2025-12-15,2025-12-17,Office Supplies,Paper,Paper Product 8,Central,Texas,Seattle,6,0.0,141.52,16.79
ORD-0228,2025-12-16,2025-12-17,Office Supplies,Storage,Storage Product 15,East,New York,Houston,2,0.15,426.45,22.23
ORD-0038,2025-12-16,2025-12-18,Technology,Accessories,Accessories Product 12,South,Georgia,Houston,4,0.2,2815.54,409.98
ORD-0467,2025-12-17,2025-12-18,Technology,Printers,Printers Product 2,East,Massachusetts,Seattle,4,0.0,2526.55,539.72
ORD-0482,2025-12-18,2025-12-19,Furniture,Furnishings,Furnishings Product 7,West,Washington,Chicago,6,0.1,4325.67,440.55
ORD-0371,2025-12-18,2025-12-22,Office Supplies,Binders,Binders Product 3,Central,Michigan,Dallas,3,0.1,602.07,65.51
ORD-0163,2025-12-19,2025-12-24,Furniture,Furnishings,Furnishings Product 4,South,Georgia,Chicago,5,0.0,2522.62,177.96
ORD-0394,2025-12-20,2025-12-25,Office Supplies,Paper,Paper Product 4,Central,Michigan,Seattle,2,0.0,310.05,58.88
ORD-0244,2025-12-22,2025-12-23,Furniture,Tables,Tables Product 2,East,New York,Atlanta,4,0.0,2016.64,227.53
ORD-0049,2025-12-23,2025-12-27,Technology,Phones,Phones Product 2,West,California,Chicago,1,0.1,1047.0,205.24
ORD-0303,2025-12-23,2025-12-24,Furniture,Chairs,Chairs Product 1,West,Washington,Chicago,2,0.15,796.76,60.39
ORD-0164,2025-12-25,2025-12-27,Furniture,Tables,Tables Product 7,Central,Illinois,Miami,7,0.05,1627.28,212.66
ORD-0241,2025-12-25,2025-12-26,Technology,Laptops,Laptops Product 13,West,Washington,Dallas,4,0.15,524.77,81.57
ORD-0480,2025-12-26,2025-12-28,Office Supplies,Labels,Labels Product 1,East,Pennsylvania,Chicago,7,0.1,647.0,75.28
ORD-0379,2025-12-27,2025-12-28,Technology,Printers,Printers Product 2,East,Massachusetts,Seattle,5,0.05,6999.11,683.29
ORD-0285,2025-12-28,2025-12-31,Furniture,Tables,Tables Product 13,Central,Michigan,New York,1,0.1,788.99,58.99
ORD-0483,2025-12-30,2026-01-01,Technology,Laptops,Laptops Product 6,South,Virginia,Dallas,1,0.1,1248.45,212.63
ORD-0268,2025-12-30,2026-01-03,Technology,Accessories,Accessories Product 12,East,Massachusetts,Chicago,6,0.1,3099.5,350.7
ORD-0132,2025-12-30,2025-12-31,Office Supplies,Labels,Labels Product 13,East,Massachusetts,Atlanta,4,0.2,563.21,80.29
ORD-0263,2025-12-31,2026-01-04,Furniture,Furnishings,Furnishings Product 1,East,Massachusetts,Dallas,6,0.0,4938.22,460.38
